PLAYER,SALARY,SEASON,TEAM,AGE,GP,W,L,PTS,3PM,REB,AST,TOV,STL,BLK,+/-,OFFRTG,DEFRTG,NETRTG,SALARY_CAP
Brandon Knight,12606250.0,2015,PHX,24.0,52.0,16.0,36.0,19.6,2.3,3.9,5.1,3.4,1.2,0.4,-4.0,102.0,107.4,-5.5,94143000
Arron Afflalo,12500000.0,2015,NYK,30.0,71.0,27.0,44.0,12.8,1.3,3.7,2.0,1.2,0.4,0.1,-2.1,104.0,107.4,-3.4,94143000
Jordan Clarkson,12500000.0,2015,LAL,24.0,79.0,17.0,62.0,15.5,1.4,4.0,2.4,1.7,1.1,0.1,-7.9,99.8,111.9,-12.1,94143000
Tyson Chandler,12415000.0,2015,PHX,33.0,66.0,18.0,48.0,7.2,0.0,8.7,1.0,1.4,0.5,0.7,-6.0,96.3,107.9,-11.5,94143000
Miles Plumlee,12400000.0,2015,MIL,27.0,61.0,23.0,38.0,5.1,0.0,3.8,0.3,0.7,0.3,0.8,-1.7,98.0,103.6,-5.6,94143000
Eric Gordon,12385665.0,2015,NOP,27.0,45.0,14.0,31.0,15.2,2.5,2.2,2.7,1.6,1.0,0.3,-1.6,103.6,105.9,-2.3,94143000
John Henson,12267606.0,2015,MIL,25.0,57.0,22.0,35.0,7.0,0.0,3.9,0.9,1.1,0.3,1.9,-2.6,96.6,103.4,-6.8,94143000
Serge Ibaka,12250000.0,2015,OKC,26.0,78.0,54.0,24.0,12.6,0.8,6.8,0.8,1.4,0.5,1.9,6.8,114.2,104.0,10.2,94143000
Marvin Williams,12250000.0,2015,CHA,30.0,81.0,47.0,34.0,11.7,1.9,6.4,1.4,0.8,0.7,1.0,3.1,108.5,103.6,5.0,94143000
Stephen Curry,12112359.0,2015,GSW,28.0,79.0,71.0,8.0,30.1,5.1,5.4,6.7,3.3,2.1,0.2,12.9,117.5,99.8,17.7,94143000
Nikola Pekovic,12100000.0,2015,MIN,30.0,12.0,2.0,10.0,4.5,0.0,1.8,0.9,0.8,0.1,0.0,-5.3,96.0,115.9,-19.9,94143000
Thaddeus Young,12078652.0,2015,BKN,28.0,73.0,21.0,52.0,15.1,0.1,9.0,1.9,1.9,1.5,0.5,-3.2,103.4,108.0,-4.6,94143000
Kenneth Faried,12078652.0,2015,DEN,26.0,67.0,26.0,41.0,12.5,0.0,8.7,1.2,1.4,0.5,0.9,-1.6,106.5,110.0,-3.5,94143000
Marcin Gortat,12000000.0,2015,WAS,32.0,75.0,35.0,40.0,13.5,0.0,9.9,1.4,1.6,0.6,1.3,0.8,105.2,103.8,1.3,94143000
Kyle Lowry,12000000.0,2015,TOR,30.0,77.0,54.0,23.0,21.2,2.8,4.7,6.4,2.9,2.1,0.4,4.9,110.8,104.4,6.4,94143000
Kemba Walker,12000000.0,2015,CHA,26.0,81.0,47.0,34.0,20.9,2.2,4.4,5.2,2.1,1.6,0.5,3.0,107.4,103.6,3.8,94143000
Amir Johnson,12000000.0,2015,BOS,29.0,79.0,45.0,34.0,7.3,0.1,6.4,1.7,1.2,0.7,1.1,1.7,106.9,102.3,4.6,94143000
Nikola Vucevic,11750000.0,2015,ORL,25.0,65.0,28.0,37.0,18.2,0.0,8.9,2.8,1.9,0.8,1.1,-0.7,104.9,106.1,-1.2,94143000
Solomon Hill,11709603.0,2015,IND,25.0,59.0,31.0,28.0,4.2,0.4,2.8,1.0,0.6,0.6,0.2,0.8,104.8,101.1,3.7,94143000
Jeremy Lin,11483254.0,2015,CHA,27.0,78.0,47.0,31.0,11.7,1.0,3.2,3.0,1.9,0.7,0.5,1.1,103.5,101.2,2.2,94143000
Andrew Bogut,11410378.0,2015,GSW,31.0,70.0,62.0,8.0,5.4,0.0,7.0,2.3,1.2,0.5,1.6,5.7,112.0,97.9,14.1,94143000
Courtney Lee,11242000.0,2015,CHA,30.0,79.0,49.0,30.0,9.6,1.0,2.6,1.7,0.9,1.1,0.4,1.9,107.1,104.1,3.0,94143000
Andre Iguodala,11131368.0,2015,GSW,32.0,65.0,59.0,6.0,7.0,0.8,4.0,3.4,1.2,1.1,0.3,7.0,112.7,99.6,13.2,94143000
Derrick Favors,11050000.0,2015,UTA,24.0,62.0,30.0,32.0,16.4,0.0,8.1,1.5,1.7,1.2,1.5,1.6,105.6,103.2,2.3,94143000
Joe Johnson,11000000.0,2015,MIA,35.0,81.0,31.0,50.0,12.2,1.5,3.6,3.9,2.0,0.8,0.0,-0.7,105.6,106.5,-0.9,94143000
Jrue Holiday,11000000.0,2015,NOP,26.0,65.0,27.0,38.0,16.8,1.3,3.0,6.0,2.6,1.4,0.3,0.4,106.7,106.1,0.6,94143000
Austin Rivers,11000000.0,2015,LAC,23.0,67.0,42.0,25.0,8.9,0.9,1.9,1.5,0.9,0.7,0.1,-2.4,98.7,102.8,-4.0,94143000
Jon Leuer,10991957.0,2015,PHX,27.0,67.0,22.0,45.0,8.5,0.6,5.6,1.1,1.1,0.6,0.4,-1.0,101.7,103.9,-2.2,94143000
Anderson Varejao,10851659.0,2015,GSW,33.0,53.0,41.0,12.0,2.6,0.0,2.7,0.7,0.4,0.3,0.2,0.4,102.8,100.0,2.8,94143000
Monta Ellis,10763500.0,2015,IND,30.0,81.0,44.0,37.0,13.8,1.1,3.3,4.7,2.5,1.9,0.5,1.3,103.6,101.8,1.8,94143000
Mirza Teletovic,10500000.0,2015,PHX,30.0,79.0,23.0,56.0,12.2,2.3,3.8,1.1,1.1,0.4,0.3,-2.2,103.9,108.4,-4.6,94143000
Jared Dudley,10470000.0,2015,WAS,30.0,81.0,40.0,41.0,7.9,1.2,3.5,2.1,1.0,0.9,0.2,0.7,105.1,103.3,1.7,94143000
Al Jefferson,10230179.0,2015,CHA,31.0,47.0,33.0,14.0,12.0,0.0,6.4,1.5,0.7,0.6,0.9,1.0,103.2,100.7,2.5,94143000
Tyreke Evans,10203755.0,2015,NOP,26.0,25.0,11.0,14.0,15.2,1.3,5.2,6.6,2.9,1.3,0.3,-0.6,105.6,105.9,-0.3,94143000
Danny Green,10000000.0,2015,SAS,29.0,79.0,65.0,14.0,7.2,1.5,3.8,1.8,0.9,1.0,0.8,6.4,108.1,95.7,12.5,94143000
Terrence Ross,10000000.0,2015,TOR,25.0,73.0,53.0,20.0,9.9,1.8,2.5,0.8,0.6,0.7,0.3,3.3,107.2,101.2,6.0,94143000
Zach Randolph,10000000.0,2015,MEM,34.0,68.0,37.0,31.0,15.3,0.1,7.8,2.1,1.5,0.6,0.2,-0.2,105.9,106.9,-1.1,94143000
Alec Burks,9904495.0,2015,UTA,24.0,31.0,13.0,18.0,13.3,1.0,3.5,2.0,1.6,0.6,0.1,-0.4,101.8,101.4,0.5,94143000
Omer Asik,9904494.0,2015,NOP,29.0,68.0,29.0,39.0,4.0,0.0,6.1,0.4,0.9,0.3,0.3,-3.0,98.7,107.5,-8.8,94143000
Iman Shumpert,9662922.0,2015,CLE,26.0,54.0,39.0,15.0,5.8,0.8,3.8,1.7,1.1,1.0,0.4,3.4,108.2,100.4,7.8,94143000
Matthew Dellavedova,9607500.0,2015,CLE,25.0,76.0,54.0,22.0,7.5,1.3,2.1,4.4,1.5,0.6,0.1,5.0,110.0,99.7,10.3,94143000
Jerryd Bayless,9424084.0,2015,MIL,27.0,52.0,21.0,31.0,10.4,1.9,2.7,3.1,1.4,0.9,0.2,-3.6,103.1,109.1,-6.0,94143000
Trevor Booker,9250000.0,2015,UTA,28.0,79.0,39.0,40.0,5.9,0.2,5.7,1.1,1.0,0.7,0.5,0.8,102.4,98.9,3.5,94143000
Meyers Leonard,9213484.0,2015,POR,24.0,61.0,33.0,28.0,8.4,1.4,5.1,1.5,1.3,0.1,0.3,1.6,108.5,105.3,3.2,94143000
Gerald Henderson,9000000.0,2015,POR,28.0,72.0,39.0,33.0,8.7,0.7,2.9,1.0,0.9,0.5,0.3,0.3,106.0,104.7,1.3,94143000
Taj Gibson,8950000.0,2015,CHI,31.0,73.0,37.0,36.0,8.6,0.0,6.9,1.5,1.1,0.6,1.1,-2.1,102.2,105.3,-3.1,94143000
E'Twaun Moore,8801363.0,2015,CHI,27.0,59.0,29.0,30.0,7.5,0.8,2.3,1.7,0.9,0.6,0.3,-0.6,104.0,105.0,-0.9,94143000
Kris Humphries,8630000.0,2015,ATL,31.0,53.0,29.0,24.0,6.5,0.6,4.1,0.7,0.7,0.3,0.4,-1.9,101.2,105.5,-4.3,94143000
Ersan Ilyasova,8400000.0,2015,ORL,29.0,74.0,35.0,39.0,10.4,1.3,5.4,0.9,1.0,0.7,0.4,-1.9,103.2,107.2,-4.0,94143000
Dwight Powell,8375000.0,2015,DAL,24.0,69.0,35.0,34.0,5.8,0.0,4.0,0.6,0.6,0.5,0.3,-1.2,97.7,100.0,-2.3,94143000
Avery Bradley,8269663.0,2015,BOS,25.0,76.0,45.0,31.0,15.2,1.9,2.9,2.1,1.4,1.5,0.3,2.8,108.5,103.9,4.6,94143000
Tiago Splitter,8250000.0,2015,ATL,31.0,36.0,21.0,15.0,5.6,0.0,3.3,0.8,0.7,0.6,0.3,2.8,103.1,94.8,8.3,94143000
Darrell Arthur,8070175.0,2015,DEN,28.0,70.0,26.0,44.0,7.5,0.6,4.2,1.4,0.9,0.8,0.7,-0.7,102.2,104.0,-1.8,94143000
Kosta Koufos,8046500.0,2015,SAC,27.0,78.0,32.0,46.0,6.8,0.0,5.4,0.4,0.6,0.5,0.9,-2.9,101.2,107.8,-6.6,94143000
George Hill,8000000.0,2015,IND,30.0,74.0,41.0,33.0,12.1,1.7,4.0,3.5,1.4,1.1,0.2,1.3,103.3,101.5,1.9,94143000
Anthony Tolliver,8000000.0,2015,DET,31.0,72.0,36.0,36.0,5.3,1.4,3.2,0.7,0.4,0.4,0.2,0.1,102.3,102.4,0.0,94143000
Garrett Temple,8000000.0,2015,WAS,30.0,80.0,40.0,40.0,7.3,1.1,2.7,1.8,0.8,0.9,0.2,-0.5,101.6,101.6,0.0,94143000
Kevin Garnett,8000000.0,2015,MIN,40.0,38.0,14.0,24.0,3.2,0.0,3.9,1.6,0.4,0.7,0.3,1.5,102.0,97.4,4.6,94143000
Jeff Teague,8000000.0,2015,ATL,28.0,79.0,47.0,32.0,15.7,1.4,2.7,5.9,2.8,1.2,0.3,0.8,103.2,102.1,1.1,94143000
Tyler Zeller,8000000.0,2015,BOS,26.0,60.0,38.0,22.0,6.1,0.0,3.0,0.5,0.8,0.2,0.4,-1.1,98.0,102.3,-4.3,94143000
Channing Frye,7806971.0,2015,CLE,33.0,70.0,35.0,35.0,6.1,1.3,3.3,1.0,0.6,0.4,0.4,1.5,106.8,102.0,4.8,94143000
Trevor Ariza,7800000.0,2015,HOU,31.0,81.0,40.0,41.0,12.7,2.3,4.5,2.3,1.4,2.0,0.3,0.5,108.4,108.1,0.3,94143000
Jose Calderon,7708427.0,2015,NYK,34.0,72.0,29.0,43.0,7.6,1.2,3.2,4.1,1.2,0.9,0.1,-1.0,105.5,107.2,-1.7,94143000
Al-Farouq Aminu,7680965.0,2015,POR,25.0,82.0,44.0,38.0,10.2,1.5,6.1,1.7,1.5,0.9,0.6,0.7,108.2,106.7,1.6,94143000
Cole Aldrich,7643979.0,2015,LAC,27.0,60.0,41.0,19.0,5.5,0.0,4.8,0.8,1.1,0.8,1.1,-0.4,99.1,99.8,-0.7,94143000
Corey Brewer,7612172.0,2015,HOU,30.0,82.0,41.0,41.0,7.2,0.7,2.4,1.3,1.0,1.0,0.2,-1.1,101.8,104.0,-2.1,94143000
Markieff Morris,7400000.0,2015,WAS,26.0,64.0,22.0,42.0,12.0,0.7,5.5,1.9,2.1,0.9,0.5,-1.4,102.2,104.5,-2.3,94143000
Festus Ezeli,7400000.0,2015,GSW,26.0,46.0,42.0,4.0,7.0,0.0,5.6,0.7,0.8,0.4,1.1,4.8,111.1,96.8,14.3,94143000
JJ Redick,7377500.0,2015,LAC,32.0,75.0,50.0,25.0,16.3,2.7,1.9,1.4,1.0,0.6,0.1,6.8,112.0,100.5,11.5,94143000
Cory Joseph,7315000.0,2015,TOR,24.0,80.0,54.0,26.0,8.5,0.4,2.6,3.1,1.3,0.8,0.3,3.4,107.1,100.9,6.2,94143000
Boris Diaw,7000000.0,2015,SAS,34.0,76.0,64.0,12.0,6.4,0.3,3.1,2.3,1.3,0.3,0.3,3.8,106.6,96.4,10.2,94143000
Rodney Stuckey,7000000.0,2015,IND,30.0,58.0,33.0,25.0,8.9,0.3,2.7,2.4,1.3,0.7,0.1,0.2,100.9,101.2,-0.3,94143000
Jeremy Lamb,7000000.0,2015,CHA,24.0,66.0,40.0,26.0,8.8,0.8,3.8,1.2,0.8,0.6,0.5,2.3,102.0,95.8,6.2,94143000
Carl Landry,6750000.0,2015,PHI,32.0,36.0,5.0,31.0,9.8,0.2,4.1,0.9,0.6,0.3,0.3,-3.1,102.3,111.6,-9.3,94143000
Ed Davis,6666667.0,2015,POR,27.0,81.0,43.0,38.0,6.5,0.0,7.4,1.1,0.8,0.7,0.9,0.3,104.5,103.5,1.0,94143000
Isaiah Thomas,6587131.0,2015,BOS,27.0,82.0,48.0,34.0,22.2,2.0,3.0,6.2,2.7,1.1,0.1,3.6,108.1,103.2,5.0,94143000
Victor Oladipo,6552960.0,2015,ORL,24.0,72.0,32.0,40.0,16.0,1.4,4.8,3.9,2.1,1.6,0.8,-0.3,105.0,105.4,-0.4,94143000
Jodie Meeks,6540000.0,2015,DET,28.0,3.0,3.0,0.0,7.3,1.3,1.7,1.0,0.3,0.0,0.0,3.0,96.6,92.7,3.9,94143000
Matt Barnes,6508351.0,2015,MEM,36.0,76.0,38.0,38.0,10.0,1.6,5.5,2.1,1.6,1.0,0.8,-2.8,103.2,107.7,-4.5,94143000
Aron Baynes,6500000.0,2015,DET,29.0,81.0,43.0,38.0,6.3,0.0,4.7,0.6,0.8,0.3,0.6,-0.7,101.0,104.4,-3.4,94143000
Marco Belinelli,6333333.0,2015,SAC,30.0,68.0,27.0,41.0,10.2,1.3,1.7,1.9,1.2,0.5,0.0,-2.7,101.0,106.7,-5.7,94143000
Jae Crowder,6286408.0,2015,BOS,25.0,73.0,43.0,30.0,14.2,1.7,5.1,1.8,1.1,1.7,0.5,3.0,107.4,102.6,4.8,94143000
Lance Thomas,6191000.0,2015,NYK,28.0,59.0,25.0,34.0,8.2,0.7,2.2,0.9,1.0,0.4,0.1,-0.7,102.9,103.5,-0.6,94143000
Tarik Black,6191000.0,2015,LAL,24.0,39.0,6.0,33.0,3.4,0.0,4.0,0.4,0.6,0.4,0.5,0.5,102.8,99.4,3.4,94143000
Andrew Nicholson,6088993.0,2015,ORL,26.0,56.0,22.0,34.0,6.9,0.7,3.6,0.4,0.7,0.2,0.4,0.6,100.6,97.8,2.8,94143000
Patrick Patterson,6050000.0,2015,TOR,27.0,79.0,54.0,25.0,6.9,1.3,4.3,1.2,0.8,0.7,0.4,5.1,110.9,101.7,9.2,94143000
Andrew Wiggins,6006600.0,2015,MIN,21.0,81.0,29.0,52.0,20.7,0.7,3.6,2.0,2.2,1.0,0.6,-0.8,106.7,107.9,-1.3,94143000
Wayne Ellington,6000000.0,2015,BKN,28.0,76.0,18.0,58.0,7.7,1.3,2.3,1.1,0.6,0.6,0.1,-4.2,96.7,106.6,-10.0,94143000
Patrick Beverley,6000000.0,2015,HOU,27.0,71.0,35.0,36.0,9.9,1.7,3.5,3.4,1.3,1.3,0.4,1.9,108.9,105.4,3.5,94143000
Ramon Sessions,6000000.0,2015,WAS,30.0,82.0,41.0,41.0,9.9,0.4,2.5,2.9,1.4,0.6,0.1,-0.7,101.8,103.2,-1.4,94143000
Karl-Anthony Towns,5960160.0,2015,MIN,20.0,82.0,29.0,53.0,18.3,0.4,10.5,2.0,2.2,0.7,1.7,-1.6,106.8,109.3,-2.5,94143000
Spencer Hawes,5782450.0,2015,CHA,28.0,57.0,30.0,27.0,6.0,0.7,4.3,1.9,1.0,0.4,0.5,0.8,101.1,99.3,1.8,94143000
Josh McRoberts,5782450.0,2015,MIA,29.0,42.0,27.0,15.0,3.6,0.3,2.5,1.9,0.7,0.4,0.2,0.1,102.6,102.0,0.6,94143000
Shaun Livingston,5782450.0,2015,GSW,30.0,78.0,69.0,9.0,6.3,0.0,2.2,3.0,1.0,0.7,0.3,2.7,109.0,102.1,6.8,94143000
Nikola Mirotic,5782450.0,2015,CHI,25.0,66.0,37.0,29.0,11.8,2.0,5.5,1.5,1.5,0.9,0.7,0.6,105.3,104.7,0.7,94143000
Brandan Wright,5709880.0,2015,MEM,28.0,12.0,6.0,6.0,6.9,0.0,3.6,0.5,0.8,0.4,1.3,-4.7,100.0,111.1,-11.1,94143000
Tim Duncan,5643750.0,2015,SAS,40.0,61.0,50.0,11.0,8.6,0.0,7.3,2.7,1.5,0.8,1.3,7.0,108.1,94.5,13.6,94143000
Jared Sullinger,5628000.0,2015,BOS,24.0,81.0,47.0,34.0,10.3,0.4,8.3,2.3,1.3,0.9,0.6,2.6,107.4,102.1,5.3,94143000
Tyler Johnson,5628000.0,2015,MIA,24.0,36.0,19.0,17.0,8.7,0.8,3.0,2.2,1.3,0.7,0.4,0.3,100.3,99.6,0.7,94143000
Wesley Johnson,5628000.0,2015,LAC,28.0,80.0,51.0,29.0,6.9,1.3,3.1,0.6,0.7,1.1,0.7,1.5,102.7,99.9,2.7,94143000
Boban Marjanovic,5628000.0,2015,SAS,27.0,54.0,47.0,7.0,5.5,0.0,3.6,0.4,0.5,0.2,0.4,1.0,106.8,102.3,4.5,94143000
Brandon Jennings,5587318.0,2015,ORL,26.0,48.0,20.0,28.0,6.9,1.1,2.0,3.5,1.2,0.6,0.1,0.3,103.2,102.9,0.3,94143000
Nick Young,5443918.0,2015,LAL,31.0,54.0,13.0,41.0,7.3,1.4,1.8,0.6,0.6,0.4,0.1,-3.7,98.3,107.9,-9.6,94143000
Jabari Parker,5374320.0,2015,MIL,21.0,76.0,32.0,44.0,14.1,0.1,5.2,1.7,1.5,0.9,0.4,-2.5,103.9,107.7,-3.8,94143000
Lance Stephenson,5371672.0,2015,MEM,25.0,69.0,36.0,33.0,8.3,0.4,3.2,1.9,1.4,0.6,0.1,-0.9,103.7,106.2,-2.5,94143000
D'Angelo Russell,5332800.0,2015,LAL,20.0,80.0,17.0,63.0,13.2,1.6,3.4,3.3,2.5,1.2,0.2,-6.8,98.4,110.1,-11.7,94143000
Josh Smith,5331729.0,2015,HOU,30.0,55.0,31.0,24.0,6.0,0.7,3.5,1.6,1.4,0.6,0.9,-1.4,96.7,101.5,-4.7,94143000
Cody Zeller,5318313.0,2015,CHA,23.0,73.0,42.0,31.0,8.7,0.0,6.2,1.0,0.9,0.8,0.9,2.2,108.4,103.4,5.0,94143000
Kyle Korver,5239437.0,2015,ATL,35.0,80.0,46.0,34.0,9.2,2.0,3.3,2.1,1.2,0.8,0.4,5.4,105.5,98.3,7.2,94143000
Darren Collison,5229454.0,2015,SAC,28.0,74.0,29.0,45.0,14.0,1.2,2.3,4.3,1.8,1.0,0.1,-0.9,105.9,107.5,-1.6,94143000
Langston Galloway,5200000.0,2015,NYK,24.0,82.0,32.0,50.0,7.6,0.9,3.5,2.5,0.7,0.9,0.3,-1.3,100.8,103.4,-2.6,94143000
Derrick Williams,5020145.0,2015,NYK,25.0,80.0,32.0,48.0,9.3,0.6,3.7,0.9,0.8,0.4,0.1,-2.6,98.9,105.9,-7.0,94143000
Jason Smith,5000000.0,2015,ORL,30.0,76.0,33.0,43.0,7.2,0.1,2.9,0.8,0.8,0.4,0.9,-0.5,101.9,103.0,-1.1,94143000
Tony Allen,5000000.0,2015,MEM,34.0,64.0,34.0,30.0,8.4,0.2,4.6,1.1,1.2,1.7,0.3,-1.4,103.9,105.2,-1.4,94143000
Roy Hibbert,5000000.0,2015,LAL,29.0,81.0,17.0,64.0,5.9,0.0,4.9,1.2,0.9,0.4,1.4,-8.4,95.8,113.7,-17.9,94143000
Luis Scola,5000000.0,2015,TOR,36.0,76.0,50.0,26.0,8.7,0.9,4.7,0.9,0.9,0.6,0.4,-0.3,105.1,107.0,-1.9,94143000
Jonas Jerebko,5000000.0,2015,BOS,29.0,78.0,47.0,31.0,4.4,0.6,3.7,0.8,0.7,0.3,0.3,0.4,101.1,98.1,3.0,94143000
Alexis Ajinca,4863206.0,2015,NOP,28.0,59.0,20.0,39.0,6.0,0.0,4.6,0.5,0.9,0.3,0.6,-1.1,98.8,101.4,-2.6,94143000
Kyle Singler,4837500.0,2015,OKC,28.0,68.0,43.0,25.0,3.4,0.4,2.1,0.4,0.5,0.4,0.1,-0.3,103.1,103.8,-0.6,94143000
Mike Dunleavy,4837500.0,2015,CHI,35.0,31.0,13.0,18.0,7.2,1.3,2.7,1.3,0.8,0.5,0.3,-2.1,106.5,111.6,-5.2,94143000
Alex Len,4823621.0,2015,PHX,23.0,78.0,23.0,55.0,9.0,0.0,7.6,1.2,1.9,0.5,0.8,-3.7,98.2,105.9,-7.7,94143000
Jahlil Okafor,4788840.0,2015,PHI,20.0,53.0,6.0,47.0,17.5,0.0,7.0,1.2,2.3,0.4,1.2,-9.3,92.7,108.4,-15.7,94143000
CJ Miles,4583450.0,2015,IND,29.0,64.0,34.0,30.0,11.8,2.2,2.7,1.0,1.1,0.8,0.5,0.0,102.7,102.5,0.2,94143000
Jameer Nelson,4540525.0,2015,DEN,34.0,39.0,12.0,27.0,7.7,1.1,2.9,4.9,1.7,0.6,0.1,-3.4,102.5,109.5,-7.1,94143000
Nerlens Noel,4384490.0,2015,PHI,22.0,67.0,10.0,57.0,11.1,0.0,8.1,1.8,2.4,1.8,1.5,-6.9,95.5,106.3,-10.8,94143000
Aaron Gordon,4351320.0,2015,ORL,20.0,78.0,32.0,46.0,9.2,0.5,6.5,1.6,0.8,0.8,0.7,-1.0,103.2,104.6,-1.4,94143000
Greivis Vasquez,4347826.0,2015,MIL,29.0,23.0,9.0,14.0,5.7,0.8,2.0,4.0,1.7,0.4,0.0,-4.1,99.2,108.9,-9.7,94143000
Kristaps Porzingis,4317720.0,2015,NYK,20.0,72.0,28.0,44.0,14.3,1.1,7.3,1.3,1.7,0.7,1.9,0.2,104.6,104.3,0.3,94143000
Vince Carter,4264057.0,2015,MEM,39.0,60.0,33.0,27.0,6.6,1.0,2.4,0.9,0.6,0.6,0.3,-0.6,104.0,105.6,-1.6,94143000
Devin Harris,4227996.0,2015,DAL,33.0,64.0,35.0,29.0,7.6,0.8,2.2,1.8,1.0,0.9,0.2,-1.4,100.0,102.6,-2.6,94143000
Ben McLemore,4008882.0,2015,SAC,23.0,68.0,28.0,40.0,7.8,1.0,2.2,1.2,1.5,0.8,0.1,0.3,105.8,104.6,1.2,94143000
Leandro Barbosa,4000000.0,2015,GSW,33.0,68.0,60.0,8.0,6.4,0.6,1.7,1.2,0.8,0.6,0.1,0.6,106.0,103.4,2.6,94143000
Jordan Hill,4000000.0,2015,IND,28.0,73.0,40.0,33.0,8.8,0.0,6.2,1.2,1.3,0.5,0.5,0.7,102.6,101.2,1.3,94143000
Udonis Haslem,4000000.0,2015,MIA,36.0,37.0,25.0,12.0,1.6,0.0,2.0,0.4,0.1,0.1,0.1,-0.4,97.5,100.6,-3.1,94143000
James Johnson,4000000.0,2015,TOR,29.0,57.0,35.0,22.0,5.0,0.4,2.2,1.2,0.9,0.5,0.6,0.1,104.9,105.1,-0.2,94143000
Thabo Sefolosha,4000000.0,2015,ATL,32.0,75.0,42.0,33.0,6.4,0.6,4.5,1.4,0.9,1.1,0.5,-0.3,100.3,98.8,1.5,94143000
Kyle O'Quinn,3918750.0,2015,NYK,26.0,65.0,26.0,39.0,4.8,0.1,3.8,1.1,0.9,0.3,0.8,-0.9,99.9,103.8,-3.9,94143000
Mario Hezonja,3909840.0,2015,ORL,21.0,79.0,33.0,46.0,6.1,0.8,2.2,1.4,1.2,0.5,0.2,0.0,102.6,102.7,-0.1,94143000
Nemanja Bjelica,3800000.0,2015,MIN,28.0,60.0,20.0,40.0,5.1,0.8,3.5,1.4,0.8,0.4,0.4,-2.1,101.9,107.6,-5.7,94143000
Nick Collison,3750000.0,2015,OKC,35.0,59.0,39.0,20.0,2.1,0.0,2.9,0.9,0.8,0.3,0.3,0.4,102.3,100.0,2.3,94143000
Kentavious Caldwell-Pope,3678319.0,2015,DET,23.0,76.0,41.0,35.0,14.5,1.5,3.7,1.8,1.4,1.4,0.2,2.3,106.5,103.9,2.6,94143000
Marcus Smart,3578880.0,2015,BOS,22.0,61.0,36.0,25.0,9.1,1.0,4.2,3.0,1.3,1.5,0.3,1.4,103.1,100.6,2.5,94143000
Bojan Bogdanovic,3573020.0,2015,BKN,27.0,79.0,21.0,58.0,11.2,1.6,3.2,1.3,1.5,0.4,0.1,-4.9,100.8,109.9,-9.2,94143000
Willie Cauley-Stein,3551160.0,2015,SAC,22.0,66.0,26.0,40.0,7.0,0.0,5.3,0.6,0.7,0.7,1.0,-1.2,105.6,106.8,-1.2,94143000
Will Barton,3533333.0,2015,DEN,25.0,82.0,33.0,49.0,14.4,1.4,5.8,2.5,1.7,0.9,0.5,-1.6,103.7,106.8,-3.1,94143000
Paul Pierce,3527920.0,2015,LAC,38.0,68.0,44.0,24.0,6.1,1.1,2.7,1.0,0.9,0.5,0.3,0.8,104.1,103.0,1.2,94143000
Brandon Rush,3500000.0,2015,GSW,30.0,72.0,63.0,9.0,4.2,0.9,2.5,0.8,0.5,0.3,0.3,-0.4,107.8,108.7,-0.9,94143000
Lavoy Allen,3500000.0,2015,IND,27.0,79.0,43.0,36.0,5.4,0.0,5.4,1.0,0.9,0.3,0.5,2.4,104.8,98.9,6.0,94143000
Mike Miller,3500000.0,2015,DEN,36.0,47.0,21.0,26.0,1.3,0.4,1.1,0.9,0.4,0.3,0.1,-1.9,95.3,109.2,-13.9,94143000
Anthony Morrow,3488000.0,2015,OKC,30.0,68.0,46.0,22.0,5.6,1.2,0.9,0.4,0.3,0.3,0.1,1.6,110.9,105.6,5.3,94143000
Trey Burke,3386597.0,2015,UTA,23.0,64.0,31.0,33.0,10.6,1.4,1.8,2.3,1.3,0.5,0.1,0.0,102.3,102.6,-0.4,94143000
Kevin Martin,3336000.0,2015,SAS,33.0,55.0,24.0,31.0,9.3,0.9,2.0,1.1,1.0,0.5,0.1,-2.2,101.0,106.4,-5.4,94143000
Mike Scott,3333333.0,2015,ATL,27.0,75.0,46.0,29.0,6.2,0.8,2.7,1.0,0.6,0.3,0.2,1.5,99.7,94.4,5.2,94143000
KJ McDaniels,3333333.0,2015,HOU,23.0,37.0,17.0,20.0,2.4,0.2,1.1,0.3,0.5,0.2,0.2,2.0,108.1,93.3,14.9,94143000
Troy Daniels,3332940.0,2015,CHA,24.0,43.0,25.0,18.0,5.6,1.4,1.3,0.5,0.6,0.3,0.1,-1.0,100.1,105.2,-5.1,94143000
Julius Randle,3267120.0,2015,LAL,21.0,81.0,17.0,64.0,11.3,0.1,10.2,1.8,1.8,0.7,0.4,-8.4,98.9,113.0,-14.1,94143000
Ronnie Price,3251227.0,2015,PHX,33.0,62.0,20.0,42.0,5.3,1.1,1.6,2.4,1.1,1.2,0.2,-1.2,98.3,100.6,-2.3,94143000
Emmanuel Mudiay,3241800.0,2015,DEN,20.0,68.0,29.0,39.0,12.8,1.1,3.4,5.5,3.2,1.0,0.5,-1.7,104.7,107.9,-3.1,94143000
CJ McCollum,3219579.0,2015,POR,24.0,80.0,44.0,36.0,20.8,2.5,3.2,4.3,2.5,1.2,0.3,2.0,107.5,104.9,2.6,94143000
Michael Carter-Williams,3183526.0,2015,MIL,24.0,54.0,21.0,33.0,11.5,0.3,5.1,5.2,2.8,1.5,0.8,-2.4,102.3,105.9,-3.6,94143000
